名称,smiles,EO,PO,亲油亲水值HLB,CMC（临界胶束浓度）,表面张力（γcmc）,界面张力（IFT）,润湿性接触角θ,最小分子截面积Amin,最大表面过剩浓度Γmax,表面张力降低效率参数Pc20,文献或来源（如果可以）
DODECYL 3-4-DICHLOROBENZYL DIMETHYLAMMONIUMCHLORIDE,CCCCCCCCCCCC[N+](C)(C)CC1=CC(=C(C=C1)Cl)Cl.[Cl-],0.0,0.0,,0.0011,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 369; name=DODECYL 3-4-DICHLOROBENZYL DIMETHYLAMMONIUMCHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=1.1 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL 3-4-DIMETHOXYBENZYL IMETHYLAMMONIUMCHLORIDE,CCCCCCCCCCCC[N+](CCO)(CCO)CC1=CC=CC=C1.[Cl-],0.0,0.0,,0.0039,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 371; name=DODECYL 3-4-DIMETHOXYBENZYL IMETHYLAMMONIUMCHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=3.9 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECAFLUOROHEPTANOIC ACID H/CF2/6C00H,C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0,0.0,,0.15,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 374; name=DODECAFLUOROHEPTANOIC ACID H/CF2/6C00H; temperature=25; additives=nan; authors=KLEV; reference=58011; original CMC=1.5 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
HEXADECAFLUORONONANOIC ACID H/CF2/8COOH,C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0,0.0,,0.03,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 375; name=HEXADECAFLUORONONANOIC ACID H/CF2/8COOH; temperature=25; additives=nan; authors=KLEV; reference=58011; original CMC=3. X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0041,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=18; additives=nan; authors=ADDI FURM; reference=56019; original CMC=4.1 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0043,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=18.5; additives=nan; authors=ADDI FURM; reference=56019; original CMC=4.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0051,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=20.3; additives=nan; authors=MUKE RAY; reference=66006; original CMC=5.10 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00526,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=24.9; additives=nan; authors=MUKE RAY; reference=66006; original CMC=5.26 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0056,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=nan; authors=PARR; reference=60015; original CMC=5.60 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0057,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=nan; authors=FORD OTTE; reference=66028; original CMC=5.70 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.005,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=30; additives=nan; authors=MEGU KOND; reference=59024; original CMC=5.0 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0045,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=30; additives=nan; authors=MEGU KOND; reference=59024; original CMC=4.5 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00585,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=34.9; additives=nan; authors=MUKE RAY; reference=66006; original CMC=5.85 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0063,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=40; additives=nan; authors=MUKE RAY; reference=66006; original CMC=6.30 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0067,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=44.9; additives=nan; authors=MUKE RAY; reference=66006; original CMC=6.70 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0053,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=RM; additives=nan; authors=HARK DRIZ; reference=51010; original CMC=5.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00453,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=2.5 E-3 M K I; authors=PARR; reference=60015; original CMC=4.53 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00387,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=5.0 E-3 M K I; authors=PARR; reference=60015; original CMC=3.87 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00294,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=1.00 E-2 M K I; authors=PARR; reference=60015; original CMC=2.94 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0018,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=2. E-2 M K I; authors=FORD OTTE; reference=66028; original CMC=1.80 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00194,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=30; additives=2.02 E-2 M KI; authors=MUKE RAY; reference=66006; original CMC=1.94 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00112,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=30; additives=5.01 E-2 M K I; authors=MUKE RAY; reference=66006; original CMC=1.12 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00065,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=30; additives=1.002E-1 M K I; authors=MUKE RAY; reference=66006; original CMC=6.5 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00515,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=1. E-4 M NA2 S203 TH10SULF; authors=MUKE RAY; reference=63032; original CMC=5.15 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00475,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=1. E-3 M NA2 S203 TH10SULF; authors=MUKE RAY; reference=63032; original CMC=4.75 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00563,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=45; additives=1. E-3 M NA2 S203 TH10SULF; authors=MUKE RAY; reference=63032; original CMC=5.63 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.00934,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=3.4 EOM UREA; authors=MUKE RAY; reference=63032; original CMC=9.34 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0136,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=5.9 EOM UREA; authors=MUKE RAY; reference=63032; original CMC=1.36 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0118,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=45; additives=3.4 EOM UREA; authors=MUKE RAY; reference=63032; original CMC=1.18 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0171,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=45; additives=5.9 EOM UREA; authors=MUKE RAY; reference=63032; original CMC=1.71 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0213,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=45; additives=8.0 EOM UREA; authors=MUKE RAY; reference=63032; original CMC=2.13 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0093,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=1. E-4 M NA2 S203 TH10SULF 3.4 E 0 M UREA; authors=MUKE RAY; reference=63032; original CMC=9.30 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0091,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=1. E-3 M NA2 S203 TH10SULF 3.4 E 0 M UREA; authors=MUKE RAY; reference=63032; original CMC=9.10 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0133,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=25; additives=1. E-3 M NA2 S203 TH10SULF 5.9 E 0 M UREA; authors=MUKE RAY; reference=63032; original CMC=1.33 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0071,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=45; additives=1. E-3 M NA2 S203 TH10SULF 9.6 E-1 M UREA; authors=MUKE RAY; reference=63032; original CMC=7.10 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.011,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=45; additives=1. E-3 M NA2 S203 TH10SULF 3.4 EOM UREA; authors=MUKE RAY; reference=63032; original CMC=1.10 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL PYRIDINIUM TODIDE,CCCCCCCCCCCC[N+]1=CC=CC=C1.[I-],0.0,0.0,,0.0157,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 376; name=DODECYL PYRIDINIUM TODIDE; temperature=45; additives=1. E-3 M NA2 S203 TH1 OSULF 5.9 E 0 M UREA; authors=MUKE RAY; reference=63032; original CMC=1.57 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL/OXYETHYLENE/ 5 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,5.0,0.0,,4e-05,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 377; name=DODECYL/OXYETHYLENE/ 5 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=CARL CHAL; reference=64009; original CMC=4.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL/OXYETHYLENE/ 5 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,5.0,0.0,,3.5e-05,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 377; name=DODECYL/OXYETHYLENE/ 5 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=CARL CHAL; reference=64009; original CMC=3.5 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL/OXYETHYLENE/ 5 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,5.0,0.0,,5e-05,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 377; name=DODECYL/OXYETHYLENE/ 5 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=DONB JAN; reference=63021; original CMC=5.00 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL/OXYETHYLENE/ 5 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,5.0,0.0,,5.7e-05,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 377; name=DODECYL/OXYETHYLENE/ 5 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=23; additives=nan; authors=LANG; reference=60012; original CMC=5.7 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DECYL/OXYETHYLENE/5 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCCCCCOCCOCCOCCOCCOCCO,5.0,0.0,,0.00086,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 378; name=DECYL/OXYETHYLENE/5 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=CARL CHAL; reference=64009; original CMC=8.6 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DECYL/OXYETHYLENE/5 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCCCCCOCCOCCOCCOCCOCCO,5.0,0.0,,0.001,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 378; name=DECYL/OXYETHYLENE/5 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=CARL CHAL; reference=64009; original CMC=1.0 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DECYL/OXYETHYLENE/5 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCCCCCOCCOCCOCCOCCOCCO,5.0,0.0,,0.00078,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 378; name=DECYL/OXYETHYLENE/5 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=DONB JAN; reference=63021; original CMC=7.8 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DECYL/OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCCCCCOCCOCCOCCOCCO,4.0,0.0,,0.00042,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 379; name=DECYL/OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=16; additives=nan; authors=CARL CHAL; reference=64009; original CMC=4.2 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DECYL/OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCCCCCOCCOCCOCCOCCO,4.0,0.0,,0.00064,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 379; name=DECYL/OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=CARL CHAL; reference=64009; original CMC=6.4 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
HEXYL/OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCOCCOCCOCCOCCO,4.0,0.0,,0.09,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 380; name=HEXYL/OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=CARL CHAL; reference=64009; original CMC=9. X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
HEXYL/OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCOCCOCCOCCOCCO,4.0,0.0,,0.075,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 380; name=HEXYL/OXYETHYLENE/4 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=MULL METC; reference=62015; original CMC=7.5 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
HEXYL/OXYETHYLENE/5 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCOCCOCCOCCOCCOCCO,5.0,0.0,,0.0925,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 381; name=HEXYL/OXYETHYLENE/5 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=DONB JAN; reference=63021; original CMC=9.25 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
HEXYL/OXYETHYLENE/5 ALCOHOL HOMOGENEOUS HEAD GROUP,CCCCCCOCCOCCOCCOCCOCCO,5.0,0.0,,0.075,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 381; name=HEXYL/OXYETHYLENE/5 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=MULL METC; reference=62015; original CMC=7.5 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
BUTYL TRIMETHYLAMMONIUM DODECYL SULFATE,CCCCCCCCCCCCCCCC[N+](C)(C)C.OS(=O)(=O)[O-],0.0,0.0,,0.00238,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 383; name=BUTYL TRIMETHYLAMMONIUM DODECYL SULFATE; temperature=25; additives=nan; authors=PACK DONB; reference=63030; original CMC=2.38 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
HEXYL TRIMETHYLAMMONIUM DODECYL SULFATE,CCCCCCCCCCCCCCCCC[N+](C)(C)C.COS(=O)(=O)[O-],0.0,0.0,,0.00125,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 384; name=HEXYL TRIMETHYLAMMONIUM DODECYL SULFATE; temperature=25; additives=nan; authors=PACK DONB; reference=63030; original CMC=1.25 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
OCTYL TRIMETHYLAMMONIUM DODECYL SULFATE,CCCCCCCCCC[N+](C)(C)C.CCCCCCCCCCOS(=O)(=O)[O-],0.0,0.0,,0.00043,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 385; name=OCTYL TRIMETHYLAMMONIUM DODECYL SULFATE; temperature=25; additives=nan; authors=CORK GOOD; reference=66014; original CMC=4.3 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
OCTYL TRIMETHYLAMMONIUM DODECYL SULFATE,CCCCCCCCCC[N+](C)(C)C.CCCCCCCCCCOS(=O)(=O)[O-],0.0,0.0,,0.0004,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 385; name=OCTYL TRIMETHYLAMMONIUM DODECYL SULFATE; temperature=25; additives=nan; authors=PACK DONB; reference=63030; original CMC=4.0 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
AMMONIUM DODECYL SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+],0.0,0.0,,0.00616,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 386; name=AMMONIUM DODECYL SULFATE; temperature=25; additives=nan; authors=PACK DONB; reference=63030; original CMC=6.16 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
AMMONIUM DODECYL SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+],0.0,0.0,,0.0072,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 386; name=AMMONIUM DODECYL SULFATE; temperature=30; additives=nan; authors=MEGU KOND; reference=59026; original CMC=7.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
