SMILES,type,EO,PO,CMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,source
CCCCCCCCCCCCCCCCCCCCC(C(C(C(C(=O)O)(O)O)(O)O)(O)O)O,nonionic,7.0,0.0,0.001,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 580; name=METHYL /OXYETHYLENE/ 7.0 DECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=27; additives=nan; authors=NAKA KURI; reference=57020; original CMC=1.0 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCCCCCCCC(C(C(C(C(=O)O)(O)O)(O)O)(O)O)O,nonionic,7.0,0.0,0.0008,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 580; name=METHYL /OXYETHYLENE/ 7.0 DECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=27; additives=nan; authors=NAKA KURI; reference=57020; original CMC=8.0 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCCCCCCCC(C(C(C(C(=O)O)(O)O)(O)O)(O)O)O,nonionic,7.0,0.0,0.00095,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 580; name=METHYL /OXYETHYLENE/ 7.0 DECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=27; additives=nan; authors=NAKA KURI; reference=57020; original CMC=9.5 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCC(=O)O,nonionic,6.0,0.0,0.00016,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 583; name=METHYL /OXYETHYLENE/ 6.0 DODECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=27; additives=nan; authors=NAKA KURI; reference=57020; original CMC=1.6 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCC(=O)O,nonionic,6.0,0.0,0.00015,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 583; name=METHYL /OXYETHYLENE/ 6.0 DODECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=27; additives=nan; authors=NAKA KURI; reference=57020; original CMC=1.5 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCC(=O)O,nonionic,6.0,0.0,0.0002,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 583; name=METHYL /OXYETHYLENE/ 6.0 DODECANOATE REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=27; additives=nan; authors=NAKA KURI; reference=57020; original CMC=2.0 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,nonionic,6.0,0.0,0.0018,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 674; name=DIISOBUTYL BENZENE/OXYETHYLENE/6 ALCOHOL (DB) BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=20; additives=nan; authors=TAUB KONS; reference=60033; original CMC=1.8 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,nonionic,6.0,0.0,0.0014,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 674; name=DIISOBUTYL BENZENE/OXYETHYLENE/6 ALCOHOL (DB) BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=20; additives=nan; authors=TAUB KONS; reference=60033; original CMC=1.4 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CC(CC(CCCCCCCCCCCCCCCCCCCCCCCC(=O)CCOC1C(C(C(C(O1)CO)O)O)O)O)O,nonionic,10.0,0.0,0.00049,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 675; name=OCTYL BENZENE /OXYETHYLENE/10 ALCOHOL NATURAL DISTRIBUTION OF HEAD GROUPS; temperature=20; additives=nan; authors=TAUB KONS; reference=60033; original CMC=4.9 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC(CC(CCCCCCCCCCCCCCCCCCCCCCCC(=O)CCOC1C(C(C(C(O1)CO)O)O)O)O)O,nonionic,10.0,0.0,0.00038,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 675; name=OCTYL BENZENE /OXYETHYLENE/10 ALCOHOL NATURAL DISTRIBUTION OF HEAD GROUPS; temperature=20; additives=nan; authors=TAUB KONS; reference=60033; original CMC=3.8 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,7.8e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=05.0; additives=nan; authors=SCHI MANN; reference=66001; original CMC=7.8 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,4e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=25; additives=nan; authors=SCHI; reference=66025; original CMC=4.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,4e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=25; additives=nan; authors=SCHI; reference=62019; original CMC=4.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,4e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=25; additives=nan; authors=SCHI MANN; reference=66001; original CMC=4.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,2.2e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=45; additives=nan; authors=SCHI MANN; reference=66001; original CMC=2.2 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,1.7e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=55; additives=nan; authors=SCHI; reference=62019; original CMC=1.7 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,0.00011,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=05.0; additives=2.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=1.1 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,0.00018,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=05.0; additives=5.0 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=1.8 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,0.00035,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=05.0; additives=7.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=3.5 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,0.00055,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=05.0; additives=9.0 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=5.5 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,8.5e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=25; additives=2.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=8.5 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,0.00014,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=25; additives=5.0 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=1.4 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,0.00028,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=25; additives=7.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=2.8 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,0.0005,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=25; additives=9.0 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=5.0 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,5e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=45; additives=2.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=5.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic,4.0,0.0,9e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 325; name=DODECYL/OXYETHYLENE/4 ALCOHOL REDUCED POLYDISPERSITY OF HEAD GROUPS; temperature=45; additives=5.0 1 0001; authors=SCHI MANN; reference=66001; original CMC=9.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,8.0,0.0,0.00018899999992460622,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.0; mol_fraction_B=1.0; logCMC(uM)=2.2764618 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,6.64,0.0,0.00019599999983912006,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.17; mol_fraction_B=0.83; logCMC(uM)=2.29225607 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,5.36,0.0,0.00022399999982764573,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.33; mol_fraction_B=0.67; logCMC(uM)=2.35024802 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,4.0,0.0,0.0002750000001074795,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.43933269 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,2.64,0.0,0.00039600000006791977,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.67; mol_fraction_B=0.33; logCMC(uM)=2.59769519 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,1.36,0.0,0.000624999999504836,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.83; mol_fraction_B=0.17; logCMC(uM)=2.79588002 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,10.0,0.0,1.0799999987890581e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.0; mol_fraction_B=1.0; logCMC(uM)=1.03342376 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,8.3,0.0,1.0999999995992406e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.17; mol_fraction_B=0.83; logCMC(uM)=1.04139268 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,6.7,0.0,1.2700000001287953e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.33; mol_fraction_B=0.67; logCMC(uM)=1.10380372 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,5.0,0.0,1.60000000126762e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.20411998 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,4.2,0.0,2.2000000009006497e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.58; mol_fraction_B=0.42; logCMC(uM)=1.34242268 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,3.3,0.0,3.839999996750316e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.67; mol_fraction_B=0.33; logCMC(uM)=1.58433122 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+].CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,anionic-nonionic mixture,1.7,0.0,9.68999999886732e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.83; mol_fraction_B=0.17; logCMC(uM)=1.98632378 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,cationic-nonionic mixture,8.0,0.0,0.000866569245735446,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.0; mol_fraction_B=1.0; logCMC(uM)=2.93780327 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,cationic-nonionic mixture,6.4,0.0,0.0008891863168838383,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.2; mol_fraction_B=0.8; logCMC(uM)=2.94899277 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,cationic-nonionic mixture,5.6,0.0,0.0009187844577158775,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.3; mol_fraction_B=0.7; logCMC(uM)=2.96321364 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,cationic-nonionic mixture,4.0,0.0,0.0011810162737714328,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.07225588 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,cationic-nonionic mixture,2.4,0.0,0.0015830156084352708,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.7; mol_fraction_B=0.3; logCMC(uM)=3.1994852 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,cationic-nonionic mixture,1.6,0.0,0.001892168716705868,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.8; mol_fraction_B=0.2; logCMC(uM)=3.27695986 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,cationic-nonionic mixture,0.8,0.0,0.002454221186994947,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.9; mol_fraction_B=0.1; logCMC(uM)=3.3899137 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],cationic-anionic mixture,3.0,0.0,0.0014835768093480488,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.0; mol_fraction_B=1.0; logCMC(uM)=3.17131004 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],cationic-anionic mixture,2.85,0.0,5.555142565215463e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.05; mol_fraction_B=0.95; logCMC(uM)=1.74469521 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],cationic-anionic mixture,2.55,0.0,3.59413097218307e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.15; mol_fraction_B=0.85; logCMC(uM)=1.5555939 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],cationic-anionic mixture,1.8,0.0,2.8697842648044267e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.4; mol_fraction_B=0.6; logCMC(uM)=1.45784925 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],cationic-anionic mixture,1.2,0.0,2.8036187707260573e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.6; mol_fraction_B=0.4; logCMC(uM)=1.44771896 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],cationic-anionic mixture,0.6,0.0,3.385300037217536e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.8; mol_fraction_B=0.2; logCMC(uM)=1.52959717 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],cationic-anionic mixture,0.15,0.0,5.109116373633606e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.95; mol_fraction_B=0.05; logCMC(uM)=1.7083458 converted to mol/L; https://github.com/sandialabs/P2SURF
C(CCO)[N+](CCO)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].CCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],cationic-anionic mixture,5.0,0.0,0.0001339158089147972,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.0; mol_fraction_B=1.0; logCMC(uM)=2.12683185 converted to mol/L; https://github.com/sandialabs/P2SURF
